joke_id,text,category,source
SnrcpbhVKBd,Where does Fonzie like to go for lunch? Chick-Fil-Eyyyyyyyy.,Dad Joke,icanhazdadjoke
JeaxXvkyPf,"Can February march? No, but April may.",Dad Joke,icanhazdadjoke
jVKBQS0o4h,How does a scientist freshen their breath? With experi-mints!,Dad Joke,icanhazdadjoke
exc2w5MmOCd,I saw my husband trip and fall while carrying a laundry basket full of ironed clothes. I watched it all unfold.,Dad Joke,icanhazdadjoke
9hiGeNZ0Tnb,They tried to make a diamond shaped like a duck. It quacked under the pressure.,Dad Joke,icanhazdadjoke
92oOKusHBd,Did you hear that the police have a warrant out on a midget psychic ripping people off? It reads “Small medium at large.”,Dad Joke,icanhazdadjoke
1gyskqz51ob,What did the father tomato say to the baby tomato whilst on a family walk? Ketchup.,Dad Joke,icanhazdadjoke
6MZobUfVKuc,"I just read a book about Stockholm syndrome. It was pretty bad at first, but by the end I liked it.",Dad Joke,icanhazdadjoke
eNuHJBQCdFd,How do you organize a space party? You planet.,Dad Joke,icanhazdadjoke
m3182oz5TCd,"Someone asked me to name two structures that hold water. I said ""Well dam""",Dad Joke,icanhazdadjoke
IRuX8U8EImb,Who is the coolest Doctor in the hospital? The hip Doctor!,Dad Joke,icanhazdadjoke
DAskq4oWSvc,"I was just looking at my ceiling. Not sure if it’s the best ceiling in the world, but it’s definitely up there.",Dad Joke,icanhazdadjoke
2o4MZ8pjNuc,"It was so cold yesterday my computer froze. My own fault though, I left too many windows open.",Dad Joke,icanhazdadjoke
D5E6USfNmb,How many apples grow on a tree? All of them!,Dad Joke,icanhazdadjoke
pjyA59MRusc,"There’s a new type of broom out, it’s sweeping the nation.",Dad Joke,icanhazdadjoke
mbpbapbhiyd,Did you hear about the bread factory burning down? They say the business is toast.,Dad Joke,icanhazdadjoke
5wHexPC5hib,I made a belt out of watches once... It was a waist of time.,Dad Joke,icanhazdadjoke
HQuXvkjqcpb,Where does Napoleon keep his armies? In his sleevies.,Dad Joke,icanhazdadjoke
B5hNeNJYgFd,"What did the green grape say to the purple grape?
BREATH!!",Dad Joke,icanhazdadjoke
KmbMJtrjbxc,I've started telling everyone about the benefits of eating dried grapes. It's all about raisin awareness.,Dad Joke,icanhazdadjoke
xkVDIBsPRCd,What do you call a beehive without the b's? An eehive.,Dad Joke,icanhazdadjoke
5TS7pbxcpb,Why are oranges the smartest fruit? Because they are made to concentrate. ,Dad Joke,icanhazdadjoke
V0orcFdFIBd,"What do you do when you see a space man?
Park your car, man.",Dad Joke,icanhazdadjoke
1wkqrcNCljb,Did you know that protons have mass? I didn't even know they were catholic.,Dad Joke,icanhazdadjoke
FdN7przPCtc,"You can't run through a camp site. You can only ran, because it's past tents.",Dad Joke,icanhazdadjoke
x5M799Ufib,I wish I could clean mirrors for a living. It's just something I can see myself doing.,Dad Joke,icanhazdadjoke
haahVKZDtrc,What's red and bad for your teeth? A Brick.,Dad Joke,icanhazdadjoke
DlOmrj3gaFd,Why doesn't the Chimney-Sweep call out sick from work? Because he's used to working with a flue.,Dad Joke,icanhazdadjoke
RCQKuHJBdib,I been watching a channel on TV that is strictly just about origami — of course it is paper-view.,Dad Joke,icanhazdadjoke
FdN7wcxAskb,They're making a movie about clocks. It's about time,Dad Joke,icanhazdadjoke
kqjNmbM7wsc,Why do wizards clean their teeth three times a day? To prevent bat breath!,Dad Joke,icanhazdadjoke
6hy5EQCtHtc,"I remember when I was a kid, I opened my fridge and noticed one of my vegetables were crying. I guess I have some emotional cabbage.",Dad Joke,icanhazdadjoke
sPRnOfiyAAd,"At the boxing match, the dad got into the popcorn line and the line for hot dogs, but he wanted to stay out of the punchline.",Dad Joke,icanhazdadjoke
kOfaUvP7Muc,What did the Dorito farmer say to the other Dorito farmer? Cool Ranch!,Dad Joke,icanhazdadjoke
zPRCljGQ7Ed,I have the heart of a lion... and a lifetime ban from the San Diego Zoo.,Dad Joke,icanhazdadjoke
yItzAdUKBd,"A horse walks into a bar. The bar tender says ""Hey."" The horse says ""Sure.""",Dad Joke,icanhazdadjoke
6hqHJmyPmyd,What kind of music do mummy's like? Rap,Dad Joke,icanhazdadjoke
dx5ojVK61wc,What do you get hanging from Apple trees? Sore arms.,Dad Joke,icanhazdadjoke
SKexPmbhapb,I went to the zoo yesterday and saw a baguette in a cage. It was bread in captivity.,Dad Joke,icanhazdadjoke
WvPZTvsWDd,Why did the feline fail the lie detector test? Because he be lion.,Dad Joke,icanhazdadjoke
gaM7pbpWnrc,What don't watermelons get married? Because they cantaloupe.,Dad Joke,icanhazdadjoke
cxHYg3gFQf,"I got fired from the transmission factor, turns out I didn't put on enough shifts...",Dad Joke,icanhazdadjoke
GQuzAAXgah,"Some people say that I never got over my obsession with Phil Collins.
But take a look at me now.",Dad Joke,icanhazdadjoke
uszdNZ8MRCd,"My new thesaurus is terrible. In fact, it's so bad, I'd say it's terrible.",Dad Joke,icanhazdadjoke
nWvcUD5orrc,"I asked the surgeon if I could administer my own anesthetic, they said: go ahead, knock yourself out.",Dad Joke,icanhazdadjoke
4wciyk3EBAd,"I got a reversible jacket for Christmas, I can't wait to see how it turns out.",Dad Joke,icanhazdadjoke
AI6pbUSnbh,"What is the best way to carve?
Whittle by whittle.",Dad Joke,icanhazdadjoke
F6wPR71Dtzd,I’m reading a book on the history of glue – can’t put it down.,Dad Joke,icanhazdadjoke
qrHeiqHJmrc,What is a vampire's favorite fruit? A blood orange.,Dad Joke,icanhazdadjoke
vXgNZ0wcxAd,I’m on a whiskey diet. I’ve lost three days already.,Dad Joke,icanhazdadjoke
TS0gFlqr4ob,What do you call a group of disorganized cats? A cat-tastrophe.,Dad Joke,icanhazdadjoke
K6UvXD5Mexc,Which side of the chicken has more feathers? The outside.,Dad Joke,icanhazdadjoke
V8hFQCY8Unb,Where do you take someone who has been injured in a Peek-a-boo accident? To the I.C.U.,Dad Joke,icanhazdadjoke
7MZ0LR7UfFd,Why can't your nose be 12 inches long? Because then it'd be a foot!,Dad Joke,icanhazdadjoke
kOf2gFY0gqc,I think circles are pointless.,Dad Joke,icanhazdadjoke
wX0gNuXgVnb,What did the Buffalo say to his little boy when he dropped him off at school? Bison.,Dad Joke,icanhazdadjoke
xXgyXvXgFlb,"Doctor you've got to help me, I'm addicted to Twitter. Doctor: I don't follow you.",Dad Joke,icanhazdadjoke
hqjGlyImrzd,A beekeeper was indicted after he confessed to years of stealing at work. They charged him with emBEEzlement,Dad Joke,icanhazdadjoke
Sn39Elb2LBd,What is this movie about? It is about 2 hours long.,Dad Joke,icanhazdadjoke
I6h3ozAIYDd,Where do hamburgers go to dance? The meat-ball.,Dad Joke,icanhazdadjoke
ZobU08UKBd,A doll was recently found dead in a rice paddy. It's the only known instance of a nick nack paddy wack.,Dad Joke,icanhazdadjoke
bprz5wXSSvc,Why did the scarecrow win an award? Because he was outstanding in his field.,Dad Joke,icanhazdadjoke
9pW8xXgiiqc,I considered building the patio by myself. But I didn't have the stones.,Dad Joke,icanhazdadjoke
TnWnbpbU8pb,How do you teach a kid to climb stairs? There is a step by step guide.,Dad Joke,icanhazdadjoke
oORfVv4oOCd,What are the strongest days of the week? Saturday and Sunday...the rest are weekdays.,Dad Joke,icanhazdadjoke
HYoGYTvX0g,What is the tallest building in the world? The library – it’s got the most stories!,Dad Joke,icanhazdadjoke
1gyI6EIRKBd,What do you call two barracuda fish?  A Pairacuda!,Dad Joke,icanhazdadjoke
K6UKmykqrjb,What is a witch's favorite subject in school? Spelling!,Dad Joke,icanhazdadjoke
WgV0T0wk3ob,"Q: What did the spaghetti say to the other spaghetti?
A: Pasta la vista, baby!",Dad Joke,icanhazdadjoke
jbU0LmyPKBd,What has ears but cannot hear? A field of corn.,Dad Joke,icanhazdadjoke
e2obFd2oOf,I thought about going on an all-almond diet. But that's just nuts.,Dad Joke,icanhazdadjoke
mOR7h392TCd,Why are basketball players messy eaters? Because they are always dribbling.,Dad Joke,icanhazdadjoke
ozPmbFtWDlb,"Some people say that comedians who tell one too many light bulb jokes soon burn out, but they don't know watt they are talking about. They're not that bright.",Dad Joke,icanhazdadjoke
Xny5MZvHQCd,"Can I watch the TV? Dad: Yes, but don’t turn it on.",Dad Joke,icanhazdadjoke
NJJ6wH6hNCd,What do you get when you cross a chicken with a skunk? A fowl smell!,Dad Joke,icanhazdadjoke
oWS08MeVvzd,"My friend said to me: ""What rhymes with orange"" I said: ""no it doesn't""",Dad Joke,icanhazdadjoke
AXvHeVvHeib,What do you call a bee that lives in America? A USB.,Dad Joke,icanhazdadjoke
LRf2obFBskb,"Don’t interrupt someone working intently on a puzzle. Chances are, you’ll hear some crosswords.",Dad Joke,icanhazdadjoke
EYo4TCAdUf,"I tried to write a chemistry joke, but could never get a reaction.",Dad Joke,icanhazdadjoke
GeFQZ89h,The rotation of earth really makes my day.,Dad Joke,icanhazdadjoke
7UnjNRfapzd,Why should you never trust a pig with a secret? Because it's bound to squeal.,Dad Joke,icanhazdadjoke
u4Tvkba21wc,Why did Sweden start painting barcodes on the sides of their battleships? So they could Scandinavian.,Dad Joke,icanhazdadjoke
1oOfFlOfaxc,What do you do on a remote island? Try and find the TV island it belongs to.,Dad Joke,icanhazdadjoke
MZDtW0gi3g,"Yesterday I confused the words ""jacuzzi"" and ""yakuza"". Now I'm in hot water with the Japanese mafia.",Dad Joke,icanhazdadjoke
exXSCtkOKe,"Why do pirates not know the alphabet? They always get stuck at ""C"".",Dad Joke,icanhazdadjoke
ly5hNR7w5Ed,"I tried taking some high resolution photos of local farmland, but they all turned out a bit grainy.",Dad Joke,icanhazdadjoke
69xAsrHYDAd,"Why did Mozart kill all his chickens?
Because when he asked them who the best composer was, they'd all say ""Bach bach bach!""
",Dad Joke,icanhazdadjoke
TKZD592LZob,"Never Trust Someone With Graph Paper...

They're always plotting something.",Dad Joke,icanhazdadjoke
obahq4MJtzd,"I had a rough day, and then somebody went and ripped the front and back pages from my dictionary. It just goes from bad to worse.",Dad Joke,icanhazdadjoke
p4oWvPClVnb,What do you call a cow on a trampoline? A milk shake!,Dad Joke,icanhazdadjoke
lG6pjibpbxc,"Feeling pretty proud of myself. The Sesame Street puzzle I bought said 3-5 years, but I finished it in 18 months.",Dad Joke,icanhazdadjoke
Dt4hNJJmykb,"It’s hard to explain puns to kleptomaniacs, because they take everything literally.",Dad Joke,icanhazdadjoke
vX8MeFdUDlb,Dad died because he couldn't remember his blood type. I will never forget his last words. Be positive.,Dad Joke,icanhazdadjoke
PRZ8xHtcprc,"Nurse: Doctor, there's a patient that says he's invisible. Doctor: Well, tell him I can't see him right now!",Dad Joke,icanhazdadjoke
2gii3LeN7Ed,Why couldn't the kid see the pirate movie? Because it was rated arrr!,Dad Joke,icanhazdadjoke
JmGtkyIJeqc,So a duck walks into a pharmacy and says “Give me some chap-stick… and put it on my bill”,Dad Joke,icanhazdadjoke
FYobM71o4ob,Did you hear about the two thieves who stole a calendar? They each got six months.,Dad Joke,icanhazdadjoke
4MmjbFlbah,"I cut my finger chopping cheese, but I think that I may have grater problems.",Dad Joke,icanhazdadjoke
8USSSfVn3ob,I've been trying to come up with a dad joke about momentum . . . but I just can't seem to get it going.,Dad Joke,icanhazdadjoke
NRfxXvkbFtc,"As I get older, I think of all the people I lost along the way. Maybe a career as a tour guide wasn't such a good idea.",Dad Joke,icanhazdadjoke
nrz5oWnyPuc,What did the doctor say to the gingerbread man who broke his leg? Try icing it.,Dad Joke,icanhazdadjoke
2118E69prc,Dad I’m hungry’ … ‘Hi hungry I’m dad,Dad Joke,icanhazdadjoke
5TvXSf2TKBd,Why is it always hot in the corner of a room? Because a corner is 90 degrees.,Dad Joke,icanhazdadjoke
Z8xHBQZ0Lmb,I ordered a chicken and an egg from Amazon. I'll let you know.,Dad Joke,icanhazdadjoke
LBdUvcFB5h,Two peanuts were walking down the street. One was a salted,Dad Joke,icanhazdadjoke
lGlbhqjGJBd,How does the moon cut his hair? Eclipse it.,Dad Joke,icanhazdadjoke
HQZorO7pWnb,"Coffee has a tough time at my house, every morning it gets mugged.",Dad Joke,icanhazdadjoke
scaUn3TfNe,"So, I heard this pun about cows, but it’s kinda offensive so I won’t say it. I don’t want there to be any beef between us. ",Dad Joke,icanhazdadjoke
TfVvX0wscib,How do you know if there’s an elephant under your bed? Your head hits the ceiling!,Dad Joke,icanhazdadjoke
5hNuz5w5Me,Why do cows not have toes? They lactose!,Dad Joke,icanhazdadjoke
6EYLBscN7wc,"This furniture store keeps emailing me, all I wanted was one night stand!",Dad Joke,icanhazdadjoke
ukOCYoWDQuc,My sea sickness comes in waves.,Dad Joke,icanhazdadjoke
X01T0DQKuzd,I decided to sell my Hoover… well it was just collecting dust.,Dad Joke,icanhazdadjoke
PucUvXSvkqc,"Why did the fireman wear red, white, and blue suspenders? To hold his pants up.",Dad Joke,icanhazdadjoke
oGBIRKuPukb,"""What time is it?"" I don't know... it keeps changing.",Dad Joke,icanhazdadjoke
vcNJRnrcNCd,How does Darth Vader like his toast? On the dark side.,Dad Joke,icanhazdadjoke
vkV0L6wcFlb,Did you hear about the runner who was criticized? He just took it in stride,Dad Joke,icanhazdadjoke
rcxk3TSKusc,What did the grape do when he got stepped on? He let out a little wine.,Dad Joke,icanhazdadjoke
giyXgahV0wc,The great thing about stationery shops is they're always in the same place...,Dad Joke,icanhazdadjoke
Qn3EIRZorrc,"I used to be a banker, but I lost interest.",Dad Joke,icanhazdadjoke
trc2EYT0ob,The invention of the wheel was what got things rolling,Dad Joke,icanhazdadjoke
mGtHtcUfqjb,Did you hear that David lost his ID in prague? Now we just have to call him Dav.,Dad Joke,icanhazdadjoke
8pWvzkjN7Ed,"Two muffins were sitting in an oven, and the first looks over to the second, and says, “man, it’s really hot in here”. The second looks over at the first with a surprised look, and answers, “WHOA, a talking muffin!”",Dad Joke,icanhazdadjoke
f211DdFBdxc,Did you hear about the chameleon who couldn't change color? They had a reptile dysfunction.,Dad Joke,icanhazdadjoke
2gaMZLBszsc,Why did the kid throw the clock out the window? He wanted to see time fly!,Dad Joke,icanhazdadjoke
jiVfq4MZDlb,Sore throats are a pain in the neck!,Dad Joke,icanhazdadjoke
HJJY0LR7hyd,Where did you learn to make ice cream? Sunday school.,Dad Joke,icanhazdadjoke
BI699EY08Ed,Bad at golf? Join the club.,Dad Joke,icanhazdadjoke
xAlOZ8pOmjb,How do the trees get on the internet? They log on.,Dad Joke,icanhazdadjoke
DImrciqWSCd,What do you call a cow with no legs? Ground beef.,Dad Joke,icanhazdadjoke
prWLBszsWDd,The shovel was a ground-breaking invention.,Dad Joke,icanhazdadjoke
FtHBXvXL6h,"I was going to get a brain transplant, but I changed my mind",Dad Joke,icanhazdadjoke
HQfNZDIRSnb,A quick shoutout to all of the sidewalks out there... Thanks for keeping me off the streets.,Dad Joke,icanhazdadjoke
VDdxcp4ob,How do you make Lady Gaga cry? Poker face. ,Dad Joke,icanhazdadjoke
WvHJJ611wAd,"The first time I got a universal remote control I thought to myself, ""This changes everything""",Dad Joke,icanhazdadjoke
NJBl3TnrHlb,"The other day, my wife asked me to pass her lipstick but I accidentally passed her a glue stick. She still isn't talking to me.",Dad Joke,icanhazdadjoke
qjbF6E6wHlb,Why did the belt go to prison? He held up a pair of pants!,Dad Joke,icanhazdadjoke
RZv4h3gV0g,Is the pool safe for diving? It deep ends.,Dad Joke,icanhazdadjoke
zkysrzkVfqc,"What do you call a gorilla wearing headphones? Anything you'd like, it can't hear you.",Dad Joke,icanhazdadjoke
SSnW8xsrrjb,How does a penguin build it’s house? Igloos it together.,Dad Joke,icanhazdadjoke
FtkqcFtrWvc,I boiled a funny bone last night and had a laughing stock,Dad Joke,icanhazdadjoke
9Mus4wkqzd,What do you get if you put a duck in a cement mixer? Quacks in the pavement.,Dad Joke,icanhazdadjoke
wA5wX0wXLmb,What animal is always at a game of cricket? A bat.,Dad Joke,icanhazdadjoke
9EBljqWDAsc,What do you call a fish with no eyes? A fsh.,Dad Joke,icanhazdadjoke
haMJRfF6hFd,How do you fix a broken pizza? With tomato paste.,Dad Joke,icanhazdadjoke
8UnrHe2T0g,‘Put the cat out’ … ‘I didn’t realize it was on fire,Dad Joke,icanhazdadjoke
1DQZDY0gVnb,"What is a centipedes's favorite Beatle song?  I want to hold your hand, hand, hand, hand...",Dad Joke,icanhazdadjoke
OukjGeNmWDd,How do you make a 'one' disappear? You add a 'g' and it's 'gone',Dad Joke,icanhazdadjoke
ItWLR792Ed,"""I'll call you later."" Don't call me later, call me Dad.",Dad Joke,icanhazdadjoke
LBAQ79MJmb,What’s the difference between an African elephant and an Indian elephant? About 5000 miles.,Dad Joke,icanhazdadjoke
5hNJexX8prc,How do you fix a damaged jack-o-lantern? You use a pumpkin patch.,Dad Joke,icanhazdadjoke
mW01DA511ob,I knew i shouldn’t have ate that seafood. Because now i’m feeling a little… Eel,Dad Joke,icanhazdadjoke
TCY0LmGQnb,Why did the opera singer go sailing? They wanted to hit the high Cs.,Dad Joke,icanhazdadjoke
R7hFtWv49h,I ate a clock yesterday. It was so time consuming.,Dad Joke,icanhazdadjoke
qrHJ69M7hFd,What cheese can never be yours? Nacho cheese.,Dad Joke,icanhazdadjoke
dpWvHtW0Tnb,What's orange and sounds like a parrot? A Carrot.,Dad Joke,icanhazdadjoke
v4wAlO7USf,What type of music do balloons hate? Pop music!,Dad Joke,icanhazdadjoke
5h399pWLmyd,What did the beaver say to the tree? It's been nice gnawing you.,Dad Joke,icanhazdadjoke
fii3Tv4hFd,"Today, my son asked ""Can I have a book mark?"" and I burst into tears. 11 years old and he still doesn't know my name is Brian.",Dad Joke,icanhazdadjoke
Zo4E6pbFIBd,I’ve deleted the phone numbers of all the Germans I know from my mobile phone. Now it’s Hans free.,Dad Joke,icanhazdadjoke
KJmW8h3oWnb,Did you hear about the scientist who was lab partners with a pot of boiling water? He had a very esteemed colleague.,Dad Joke,icanhazdadjoke
OCtWnGJtPuc,Why is the new Kindle screen textured to look like paper? So you feel write at home.,Dad Joke,icanhazdadjoke
V0wkbprcprc,"If you want a job in the moisturizer industry, the best advice I can give is to apply daily.",Dad Joke,icanhazdadjoke
n3o4orjiysc,Why are skeletons so calm? Because nothing gets under their skin.,Dad Joke,icanhazdadjoke
UfiGljVKusc,Why was the strawberry sad? Its parents were in a jam.,Dad Joke,icanhazdadjoke
UnWS0wcF6Ed,Every machine in the coin factory broke down all of a sudden without explanation. It just doesn’t make any cents.,Dad Joke,icanhazdadjoke
rjqOZoO7pb,Why was the picture sent to prison? It was framed.,Dad Joke,icanhazdadjoke
LucahqjGQuc,Why did the clown have neck pain? - Because he slept funny,Dad Joke,icanhazdadjoke
nrrj3TfFdxc,Why did the octopus beat the shark in a fight? Because it was well armed.,Dad Joke,icanhazdadjoke
sWSSnbaUfqc,Why is there always a gate around cemeteries? Because people are always dying to get in.,Dad Joke,icanhazdadjoke
