joke_id,text,category,source
44,"Have a great weekend!
I hope your code behaves the same on Monday as it did on Friday.",Programming,jokeapi
256,"My wife and I have reached the difficult decision that we do not want children.
If anybody does, please just send me your contact details and we can drop them off tomorrow.",Misc,jokeapi
137,"Doctor: ""I have some news about your baby.""
Parents: ""Don't tell us the gender, we want to keep it a surprise.""
Doctor: ""Oh I get it, you're those type of people. Okay, well IT is not breathing.""",Dark,jokeapi
220,"Two SQL tables sit at the bar. A query approaches and asks ""Can I join you?""",Programming,jokeapi
95,I didn't vaccinate my 10 kids and the one that survived is fine!,Dark,jokeapi
219,"I was struggling to figure out how lightning works, but then it struck me.",Pun,jokeapi
37,"Programming is 10% science, 20% ingenuity, and 70% getting the ingenuity to work with the science.",Programming,jokeapi
73,"A horse walks into a bar.
""Hey"", the Bartender says.
""Sure"", the horse replies.",Pun,jokeapi
20,"""We messed up the keming again guys.""",Programming,jokeapi
89,Oysters hate to give away their pearls because they are shellfish.,Pun,jokeapi
179,"Knock knock.
Who's there?
Recursion.
Recursion who?
Knock knock.",Programming,jokeapi
258,UDP is better in the COVID era since it avoids unnecessary handshakes.,Programming,jokeapi
28,"Two C strings walk into a bar.
The bartender asks ""What can I get ya?""
The first string says ""I'll have a gin and tonic.""
The second string thinks for a minute, then says ""I'll take a tequila sunriseJF()#$JF(#)$(@J#()$@#())!*FNIN!OBN134ufh1ui34hf9813f8h8384h981h3984h5F!##@""
The first string apologizes, ""You'll have to excuse my friend, he's not null-terminated.""",Programming,jokeapi
151,My ex had an accident. I told the paramedics the wrong blood type for her. She'll finally experience what rejection is really like.,Dark,jokeapi
36,"""Knock, knock.""
""Who's there?""

[very long pause]

""Java.""",Programming,jokeapi
273,"I hate double standards. Burn a body at a crematorium, you're ""being a respectful friend."" Do it at home and you're ""destroying evidence.""",Dark,jokeapi
194,Relationship Status: just tried to reach for my dog's paw and he pulled it away so I pretended I was reaching for the remote.,Misc,jokeapi
274,"My girlfriend's dog died, so I tried to cheer her up by getting her an identical one. It just made her more upset. She screamed at me, ""What am I supposed to do with two dead dogs?""",Dark,jokeapi
22,"If Bill Gates had a dime for every time Windows crashed ... Oh wait, he does.",Programming,jokeapi
190,"To whoever stole my copy of Microsoft Office, I will find you. You have my Word!",Pun,jokeapi
3,"A programmer puts two glasses on his bedside table before going to sleep.
A full one, in case he gets thirsty, and an empty one, in case he doesn't.",Programming,jokeapi
303,I visited my friend at his new house. He told me to make myself at home. So I threw him out. I hate having visitors.,Misc,jokeapi
184,"Two fish in a tank. One turns to the other and says, ""Do you know how to drive this thing?""",Pun,jokeapi
318,I'd tell you a joke about NAT but I would have to translate.,Programming,jokeapi
81,"I have these weird muscle spasms in my gluteus maximus.
I figured out from my doctor that everything was alright:
He said ""Weird flex, butt okay.""",Pun,jokeapi
270,Never date a baker. They're too kneady.,Misc,jokeapi
305,"Yo mama is so old, she knew Burger King while he was still a prince.",Misc,jokeapi
177,"My grandfather says I'm too reliant on technology.
I called him a hypocrite and unplugged his life support.",Dark,jokeapi
24,"A byte walks into a bar looking miserable.
The bartender asks it: ""What's wrong buddy?""
""Parity error."" it replies. 
""Ah that makes sense, I thought you looked a bit off.""",Programming,jokeapi
23,"The glass is neither half-full nor half-empty, the glass is twice as big as it needs to be.",Programming,jokeapi
71,"Two reasons I don't give money to homeless people.
1) They are going to spend it all on drugs and alcohol
2) I am going to spend it all on drugs and alcohol.",Misc,jokeapi
272,My husband and I were happy for 20 years. And then we met.,Misc,jokeapi
164,"My little daughter came to me all excited, saying ""Daddy! Daddy! Guess how old I'll be in June!""
""Oh I don't know princess, why don't you tell me?"" I said. She gave me a huge smile and held up four fingers.
It's now three hours later, police have joined in and she still won't say where she got them.",Dark,jokeapi
38,"A man is smoking a cigarette and blowing smoke rings into the air. His girlfriend becomes irritated with the smoke and says ""Can't you see the warning on the cigarette pack? Smoking is hazardous to your health!"" to which the man replies, ""I am a programmer.  We don't worry about warnings; we only worry about errors.""",Programming,jokeapi
42,Debugging is like being the detective in a crime movie where you're also the murderer at the same time.,Programming,jokeapi
199,"Today, my son asked ""Can I have a book mark?"" and I burst into tears.
11 years old and he still doesn't know my name is Brian.",Pun,jokeapi
236,"I have a fish that can breakdance! Only for 20 seconds though, and only once.",Dark,jokeapi
wHJtHeFY8h,Why did the Clydesdale give the pony a glass of water?  Because he was a little horse!,Dad Joke,icanhazdadjoke
ukOCYoWDQuc,My sea sickness comes in waves.,Dad Joke,icanhazdadjoke
ykb2TSKRSnb,Why are giraffes so slow to apologize? Because it takes them a long time to swallow their pride.,Dad Joke,icanhazdadjoke
cNRZTfFtrjb,"A man got hit in the head with a can of Coke, but he was alright because it was a soft drink.",Dad Joke,icanhazdadjoke
rjiyXLZTSf,What did the 0 say to the 8? Nice belt.,Dad Joke,icanhazdadjoke
hqjGlyImrzd,A beekeeper was indicted after he confessed to years of stealing at work. They charged him with emBEEzlement,Dad Joke,icanhazdadjoke
D5E6USfNmb,How many apples grow on a tree? All of them!,Dad Joke,icanhazdadjoke
BQKZTnOCIe,"I had a pair of racing snails. I removed their shells to make them more aerodynamic, but they became sluggish.",Dad Joke,icanhazdadjoke
NJJ6wH6hNCd,What do you get when you cross a chicken with a skunk? A fowl smell!,Dad Joke,icanhazdadjoke
08EQZ8EQukb,Did you hear about the guy whose whole left side was cut off? He's all right now.,Dad Joke,icanhazdadjoke
Z82wXvsrrzd,"My friend keeps telling me ""Cheer up. You aren't stuck in a deep hole in the ground, filled with water.""
I know he means well.",Dad Joke,icanhazdadjoke
FlbUKuPZob,Have you ever seen fruit preserves being made? It's jarring.,Dad Joke,icanhazdadjoke
2wP711DAdFd,"Man, I really love my furniture... me and my recliner go way back.",Dad Joke,icanhazdadjoke
8U8EdpWnOuc,Recent survey revealed 6 out of 7 dwarf's aren't happy.,Dad Joke,icanhazdadjoke
5T08U8M79pb,Never take advice from electrons. They are always negative.,Dad Joke,icanhazdadjoke
UKeiNeVnrc,"Mountains aren't just funny, they are hill areas",Dad Joke,icanhazdadjoke
uszdNZ8MRCd,"My new thesaurus is terrible. In fact, it's so bad, I'd say it's terrible.",Dad Joke,icanhazdadjoke
V0orcFdFIBd,"What do you do when you see a space man?
Park your car, man.",Dad Joke,icanhazdadjoke
fqOmr4MeaFd,What has a bed that you can’t sleep in? A river.,Dad Joke,icanhazdadjoke
XLRfNuPZDAd,What is a tornado's favorite game to play? Twister!,Dad Joke,icanhazdadjoke
yX821Lusrrc,What's the difference between a poorly dressed man on a tricycle and a well dressed man on a bicycle? Attire.,Dad Joke,icanhazdadjoke
39Etc2orc,Why did the man run around his bed? Because he was trying to catch up on his sleep!,Dad Joke,icanhazdadjoke
7Ufi31gydFd,What did the mountain climber name his son? Cliff.,Dad Joke,icanhazdadjoke
i39hqWnGljb,When Dad drops a pea off of his plate ‘oh dear I’ve pee’d on the table!,Dad Joke,icanhazdadjoke
TKZD592LZob,"Never Trust Someone With Graph Paper...

They're always plotting something.",Dad Joke,icanhazdadjoke
bMus4MZDAlb,Why does Waldo only wear stripes? Because he doesn't want to be spotted.,Dad Joke,icanhazdadjoke
FdFYvkGlysc,Waking up this morning was an eye-opening experience.,Dad Joke,icanhazdadjoke
ZgFtPfa2LBd,How come the stadium got hot after the game? Because all of the fans left.,Dad Joke,icanhazdadjoke
ozPf21LJJtc,Where does batman go to the bathroom? The batroom.,Dad Joke,icanhazdadjoke
lqWgFlyPusc,What do you call an Argentinian with a rubber toe? Roberto,Dad Joke,icanhazdadjoke
HeiqcaMRKBd,What’s the longest word in the dictionary? Smiles. Because there’s a mile between the two S’s.,Dad Joke,icanhazdadjoke
vk31LJB5Elb,Why didn’t the orange win the race? It ran out of juice.,Dad Joke,icanhazdadjoke
2gaMZLBszsc,Why did the kid throw the clock out the window? He wanted to see time fly!,Dad Joke,icanhazdadjoke
ImydN7hy5h,Why was the shirt happy to hang around the tank top? Because it was armless,Dad Joke,icanhazdadjoke
exc2w5MmOCd,I saw my husband trip and fall while carrying a laundry basket full of ironed clothes. I watched it all unfold.,Dad Joke,icanhazdadjoke
mGeFlykbFBd,What do you call a sheep with no legs? A cloud.,Dad Joke,icanhazdadjoke
BsHtcN7hiqc,What do you give a sick lemon? Lemonaid.,Dad Joke,icanhazdadjoke
7MZ0LR7UfFd,Why can't your nose be 12 inches long? Because then it'd be a foot!,Dad Joke,icanhazdadjoke
HQZorO7pWnb,"Coffee has a tough time at my house, every morning it gets mugged.",Dad Joke,icanhazdadjoke
EYoz51DtHtc,What do computers and air conditioners have in common? They both become useless when you open windows.,Dad Joke,icanhazdadjoke
lG6pjibpbxc,"Feeling pretty proud of myself. The Sesame Street puzzle I bought said 3-5 years, but I finished it in 18 months.",Dad Joke,icanhazdadjoke
iV0DQ7pjGlb,I had a dream that I was a muffler last night. I woke up exhausted!,Dad Joke,icanhazdadjoke
IJYvcFIBAlb,"What did the big flower say to the littler flower? Hi, bud!",Dad Joke,icanhazdadjoke
XgaMuPucNe,Pie is $2.50 in Jamaica and $3.00 in The Bahamas. These are the pie-rates of the Caribbean.,Dad Joke,icanhazdadjoke
RfiGei3E6Ed,Why do scuba divers fall backwards into the water? Because if they fell forwards they’d still be in the boat.,Dad Joke,icanhazdadjoke
6EYLBscN7wc,"This furniture store keeps emailing me, all I wanted was one night stand!",Dad Joke,icanhazdadjoke
v4wAlO7USf,What type of music do balloons hate? Pop music!,Dad Joke,icanhazdadjoke
WvPZTvsWDd,Why did the feline fail the lie detector test? Because he be lion.,Dad Joke,icanhazdadjoke
LBdUvcFB5h,Two peanuts were walking down the street. One was a salted,Dad Joke,icanhazdadjoke
Tv4wkVS0gib,Where do owls go to buy their baby clothes? The owlet malls.,Dad Joke,icanhazdadjoke
MRZ0LJtHQCd,What do you call a fly without wings? A walk.,Dad Joke,icanhazdadjoke
MJB511wAXvc,What did the ocean say to the beach? Thanks for all the sediment.,Dad Joke,icanhazdadjoke
JtcxXS0ozAd,Toasters were the first form of pop-up notifications.,Dad Joke,icanhazdadjoke
JmGtkyIJeqc,So a duck walks into a pharmacy and says “Give me some chap-stick… and put it on my bill”,Dad Joke,icanhazdadjoke
V0wkbprcprc,"If you want a job in the moisturizer industry, the best advice I can give is to apply daily.",Dad Joke,icanhazdadjoke
6MR79MJ6h,My boss told me to have a good day... so I went home.,Dad Joke,icanhazdadjoke
MZ82EIB5hFd,Why did the melons plan a big wedding? Because they cantaloupe!,Dad Joke,icanhazdadjoke
scpGtcNJJBd,What do Alexander the Great and Winnie the Pooh have in common? Same middle name.,Dad Joke,icanhazdadjoke
qWDlOZozXDd,It doesn't matter how much you push the envelope. It will still be stationary.,Dad Joke,icanhazdadjoke
mG61giiy5wc,Why didn't the number 4 get into the nightclub? Because he is 2 square.,Dad Joke,icanhazdadjoke
giyXgahV0wc,The great thing about stationery shops is they're always in the same place...,Dad Joke,icanhazdadjoke
ZvPfFQukVvc,The word queue is ironic. It's just q with a bunch of silent letters waiting in line.,Dad Joke,icanhazdadjoke
DYLukyIY8Ed,"As I suspected, someone has been adding soil to my garden. The plot thickens.",Dad Joke,icanhazdadjoke
VvP7U0D5TCd,"I was at the library and asked if they have any books on ""paranoia"", the librarian replied, ""yes, they are right behind you""",Dad Joke,icanhazdadjoke
dp4Tfqciiib,"Got a new suit recently made entirely of living plants. I wasn’t sure at first, but it’s grown on me",Dad Joke,icanhazdadjoke
nbFBdiydxkb,Why did the barber win the race? He took a short cut.,Dad Joke,icanhazdadjoke
OmOfqW821Dd,"What did Yoda say when he saw himself in 4K? ""HDMI""",Dad Joke,icanhazdadjoke
xHQucUvszd,To the guy who invented zero... thanks for nothing.,Dad Joke,icanhazdadjoke
iq4hVD599pb,"Doctor you've got you help me, I'm addicted to twitter. Doctor: I don't follow you.",Dad Joke,icanhazdadjoke
KJmrOKeNexc,"This morning I was wondering where the sun was, but then it dawned on me.",Dad Joke,icanhazdadjoke
baFQZv4w5wc,My New Years resolution is to stop leaving things so late.,Dad Joke,icanhazdadjoke
skGtHlORfFd,What kind of music do planets listen to? Nep-tunes.,Dad Joke,icanhazdadjoke
9pjqj3gqWDd,"In my career as a lumberjack I cut down exactly 52,487 trees. I know because I kept a log.",Dad Joke,icanhazdadjoke
jyPf2giqHlb,"What's the difference between a seal and a sea lion?
An ion! ",Dad Joke,icanhazdadjoke
LRnGeVfiNe,Today a man knocked on my door and asked for a small donation towards the local swimming pool. I gave him a glass of water.,Dad Joke,icanhazdadjoke
ozsPmORZvzd,"A bartender broke up with her boyfriend, but he kept asking her for another shot.",Dad Joke,icanhazdadjoke
rjqOZoO7pb,Why was the picture sent to prison? It was framed.,Dad Joke,icanhazdadjoke
LucahqjGQuc,Why did the clown have neck pain? - Because he slept funny,Dad Joke,icanhazdadjoke
Ht49xX8xXDd,It's only a murder of crows if there's probable caws.,Dad Joke,icanhazdadjoke
MZga2gFlysc,"What is the least spoken language in the world?
Sign Language",Dad Joke,icanhazdadjoke
OfNmyI6Ed,Why did the cookie cry? It was feeling crumby.,Dad Joke,icanhazdadjoke
jiVfq4MZDlb,Sore throats are a pain in the neck!,Dad Joke,icanhazdadjoke
A5MCY821gib,Why do bees hum? Because they don't know the words.,Dad Joke,icanhazdadjoke
ciiNuXDY0wc,Where did Captain Hook get his hook? From a second hand store.,Dad Joke,icanhazdadjoke
apjyd21DQuc,I got an A on my origami assignment when I turned my paper into my teacher,Dad Joke,icanhazdadjoke
ap4orcpGtrc,A man walks into a bar and orders helicopter flavor chips. The barman replies “sorry mate we only do plain”,Dad Joke,icanhazdadjoke
kqjNmbM7wsc,Why do wizards clean their teeth three times a day? To prevent bat breath!,Dad Joke,icanhazdadjoke
9Mus4wkqzd,What do you get if you put a duck in a cement mixer? Quacks in the pavement.,Dad Joke,icanhazdadjoke
HY8xHeiNeFd,Leather is great for sneaking around because it's made of hide.,Dad Joke,icanhazdadjoke
GlbxkyPRKuc,"I saw an ad in a shop window, ""Television for sale, $1, volume stuck on full"", I thought, ""I can't turn that down"".",Dad Joke,icanhazdadjoke
0oO71TSv4Ed,Why was it called the dark ages? Because of all the knights. ,Dad Joke,icanhazdadjoke
NRuHJYgaUDd,"How many hipsters does it take to change a lightbulb? Oh, it's a really obscure number. You've probably never heard of it.",Dad Joke,icanhazdadjoke
ci311DtH6h,"I’ll tell you something about German sausages, they’re the wurst",Dad Joke,icanhazdadjoke
qrHJ69M7hFd,What cheese can never be yours? Nacho cheese.,Dad Joke,icanhazdadjoke
EIJmGY8Etrc,"Doctor: Do you want to hear the good news or the bad news?
Patient: Good news please.
Doctor: we're naming a disease after you.",Dad Joke,icanhazdadjoke
IBszdxXDAsc,I invented a new word! Plagiarism!,Dad Joke,icanhazdadjoke
WvHJJ611wAd,"The first time I got a universal remote control I thought to myself, ""This changes everything""",Dad Joke,icanhazdadjoke
29ElG6p49pb,"Wife: Honey I’m pregnant.

Me: Well…. what do we do now?

Wife: Well, I guess we should go to a baby doctor.

Me: Hm.. I think I’d be a lot more comfortable going to an adult doctor.",Dad Joke,icanhazdadjoke
EBAsPfiNuzd,What did one plate say to the other plate? Dinner is on me!,Dad Joke,icanhazdadjoke
Q7USCAXLZob,I wanted to be a tailor but I didn't suit the job,Dad Joke,icanhazdadjoke
qOK61Tvs4Ed,When do doctors get angry? When they run out of patients.,Dad Joke,icanhazdadjoke
DtcaMmWDImb,Why did Dracula lie in the wrong coffin? He made a grave mistake.,Dad Joke,icanhazdadjoke
TKRSCIBIBsc,Whats a penguins favorite relative? Aunt Arctica.,Dad Joke,icanhazdadjoke
189xHQ7pOuc,What creature is smarter than a talking parrot? A spelling bee.,Dad Joke,icanhazdadjoke
M7wPC5wPKBd,Did you hear the one about the guy with the broken hearing aid? Neither did he.,Dad Joke,icanhazdadjoke
Zv4wHQuXgyd,How do you tell the difference between a crocodile and an alligator? You will see one later and one in a while.,Dad Joke,icanhazdadjoke
5TvXSf2TKBd,Why is it always hot in the corner of a room? Because a corner is 90 degrees.,Dad Joke,icanhazdadjoke
9prWnjyImyd,Why do bears have hairy coats? Fur protection.,Dad Joke,icanhazdadjoke
IRZDtWSnWDd,"Why do pumpkins sit on people’s porches?

They have no hands to knock on the door.",Dad Joke,icanhazdadjoke
s4Me29U0gqc,"Cosmetic surgery used to be such a taboo subject.
Now you can talk about Botox and nobody raises an eyebrow.",Dad Joke,icanhazdadjoke
GBscNZg3gib,"Why couldn't the lifeguard save the hippie? He was too far out, man.",Dad Joke,icanhazdadjoke
2giGYLeiGe,Hear about the new restaurant called Karma? There’s no menu: You get what you deserve.,Dad Joke,icanhazdadjoke
usrcaMuszd,What's the worst thing about ancient history class? The teachers tend to Babylon.,Dad Joke,icanhazdadjoke
HlGlbFdiqjb,Why don't eggs tell jokes? They'd crack each other up,Dad Joke,icanhazdadjoke
xHY8xsHYTnb,What lies at the bottom of the ocean and twitches? A nervous wreck.,Dad Joke,icanhazdadjoke
ei3T08EQZob,"Hostess: Do you have a preference of where you sit?
Dad: Down.",Dad Joke,icanhazdadjoke
wcxPRu41wc,Why do bees have sticky hair? Because they use honey combs!,Dad Joke,icanhazdadjoke
K6UvXD5Mexc,Which side of the chicken has more feathers? The outside.,Dad Joke,icanhazdadjoke
AI6hiGtzAd,Where do bees go to the bathroom?  The BP station.,Dad Joke,icanhazdadjoke
wA5wX0wXLmb,What animal is always at a game of cricket? A bat.,Dad Joke,icanhazdadjoke
HYoGYTvX0g,What is the tallest building in the world? The library – it’s got the most stories!,Dad Joke,icanhazdadjoke
1gyskqz51ob,What did the father tomato say to the baby tomato whilst on a family walk? Ketchup.,Dad Joke,icanhazdadjoke
C59hNRCdUnb,What do you call an old snowman? Water.,Dad Joke,icanhazdadjoke
1DQZDY0gVnb,"What is a centipedes's favorite Beatle song?  I want to hold your hand, hand, hand, hand...",Dad Joke,icanhazdadjoke
p4oWvPClVnb,What do you call a cow on a trampoline? A milk shake!,Dad Joke,icanhazdadjoke
2Luc21TSnb,Have you heard the story about the magic tractor? It drove down the road and turned into a field.,Dad Joke,icanhazdadjoke
wcxHJBl3gFd,I am terrified of elevators. I’m going to start taking steps to avoid them.,Dad Joke,icanhazdadjoke
FIY8992wskb,Why do choirs keep buckets handy? So they can carry their tune,Dad Joke,icanhazdadjoke
AAXnyImyPCd,Don't trust atoms. They make up everything.,Dad Joke,icanhazdadjoke
TfVvX0wscib,How do you know if there’s an elephant under your bed? Your head hits the ceiling!,Dad Joke,icanhazdadjoke
JBs4T79Edpb,Breaking news! Energizer Bunny arrested – charged with battery.,Dad Joke,icanhazdadjoke
Tvcah31oWvc,What do you call a fashionable lawn statue with an excellent sense of rhythmn? A metro-gnome,Dad Joke,icanhazdadjoke
82gqciGBdFd,"I used to be addicted to the hokey pokey, but I turned myself around.",Dad Joke,icanhazdadjoke
f211DdFBdxc,Did you hear about the chameleon who couldn't change color? They had a reptile dysfunction.,Dad Joke,icanhazdadjoke
9xA51L6Uvc,"What do you get when you cross a bee and a sheep? A bah-humbug.
",Dad Joke,icanhazdadjoke
hyPmOZLBIBd,I used to work for a soft drink can crusher. It was soda pressing.,Dad Joke,icanhazdadjoke
OukjGeNmWDd,How do you make a 'one' disappear? You add a 'g' and it's 'gone',Dad Joke,icanhazdadjoke
It4Etrjiqrc,Why does a chicken coop only have two doors? Because if it had four doors it would be a chicken sedan.,Dad Joke,icanhazdadjoke
ucxPZDAlGlb,"If two vegans are having an argument, is it still considered beef?",Dad Joke,icanhazdadjoke
1wkqrcNCljb,Did you know that protons have mass? I didn't even know they were catholic.,Dad Joke,icanhazdadjoke
W0ga21DdUvc,The urge to sing the Lion King song is just a whim away.,Dad Joke,icanhazdadjoke
ZDAlOZgydxc,How many optometrists does it take to change a light bulb? 1 or 2? 1... or 2?,Dad Joke,icanhazdadjoke
eNuPm3Etzkb,How do you make holy water? You boil the hell out of it.,Dad Joke,icanhazdadjoke
GlGBIY0wAAd,How much does a hipster weigh? An instagram.,Dad Joke,icanhazdadjoke
R7UfaahVfFd,My dog used to chase people on a bike a lot. It got so bad I had to take his bike away.,Dad Joke,icanhazdadjoke
WSKe2ojiNe,"I used to hate facial hair, but then it grew on me.",Dad Joke,icanhazdadjoke
jNmykbUSSvc,"I went to a book store and asked the saleswoman where the Self Help section was, she said if she told me it would defeat the purpose.",Dad Joke,icanhazdadjoke
dprjbhyAAAd,"A Sandwich walks into a bar, the bartender says “Sorry, we don’t serve food here”",Dad Joke,icanhazdadjoke
vkV0L6wcFlb,Did you hear about the runner who was criticized? He just took it in stride,Dad Joke,icanhazdadjoke
NRZTSnykqjb,Where do you take someone who’s been injured in a peek-a-boo accident? To the I.C.U.,Dad Joke,icanhazdadjoke
BAdU0DAlVvc,What do you call a dad that has fallen through the ice? A Popsicle.,Dad Joke,icanhazdadjoke
71wsPKeF6h,What did the dog say to the two trees? Bark bark.,Dad Joke,icanhazdadjoke
EQKZDIeah,Atheism is a non-prophet organisation.,Dad Joke,icanhazdadjoke
AXnrrcNmyAd,Why do bananas have to put on sunscreen before they go to the beach? Because they might peel!,Dad Joke,icanhazdadjoke
ZDtzdFlqOf,Did you hear about the cow who jumped over the barbed wire fence? It was udder destruction.,Dad Joke,icanhazdadjoke
7hNuz5MeVnb,What kind of dinosaur loves to sleep? A stega-snore-us.,Dad Joke,icanhazdadjoke
6EdFBAsrcpb,How do you find Will Smith in the snow?  Look for fresh prints.,Dad Joke,icanhazdadjoke
W018xscFIe,Have you heard of the band 1023MB? They haven't got a gig yet.,Dad Joke,icanhazdadjoke
Im31ozkVnjb,"A boy dug three holes in the yard. When his mother saw, she exclaimed: ""well, well, well""",Dad Joke,icanhazdadjoke
8prWvkOf2Ed,"What's the difference between a guitar and a fish? You can tune a guitar but you can't ""tuna"" fish!",Dad Joke,icanhazdadjoke
i31LeNRuzAd,Why did the chicken get a penalty? For fowl play.,Dad Joke,icanhazdadjoke
BI699EY08Ed,Bad at golf? Join the club.,Dad Joke,icanhazdadjoke
TC5TCt49prc,Why did the A go to the bathroom and come out as an E? Because he had a vowel movement.,Dad Joke,icanhazdadjoke
sPfqWDlq4Ed,"""Hey, dad, did you get a haircut?"" ""No, I got them all cut.""",Dad Joke,icanhazdadjoke
7wciy59MJe,What’s Forest Gump’s Facebook password? 1forest1,Dad Joke,icanhazdadjoke
AXvHeVvHeib,What do you call a bee that lives in America? A USB.,Dad Joke,icanhazdadjoke
8USSSfVn3ob,I've been trying to come up with a dad joke about momentum . . . but I just can't seem to get it going.,Dad Joke,icanhazdadjoke
d21DAXSCljb,How does a French skeleton say hello? Bone-jour.,Dad Joke,icanhazdadjoke
HJJY0LR7hyd,Where did you learn to make ice cream? Sunday school.,Dad Joke,icanhazdadjoke
TvPfV8prOuc,"What's the worst part about being a cross-eyed teacher?

They can't control their pupils.",Dad Joke,icanhazdadjoke
tWL618U8Ed,"What did celery say when he broke up with his girlfriend? She wasn't right for me, so I really don't carrot all.",Dad Joke,icanhazdadjoke
8hVnbxcp4wc,Is there a hole in your shoe? No… Then how’d you get your foot in it?,Dad Joke,icanhazdadjoke
L6UnyP7Unyd,"“Doctor, I’ve broken my arm in several places” Doctor “Well don’t go to those places.”",Dad Joke,icanhazdadjoke
P71TnyI6prc,Me and my mates are in a band called Duvet. We're a cover band.,Dad Joke,icanhazdadjoke
aFQZo49haxc,Why do cows wear bells? Because their horns don't work.,Dad Joke,icanhazdadjoke
RC51wcNRClb,Two dyslexics walk into a bra.,Dad Joke,icanhazdadjoke
HlbFQ71wkyd,"I just broke my guitar. It's okay, I won't fret",Dad Joke,icanhazdadjoke
cxXv4Elj3wc,Where do young cows eat lunch? In the calf-ateria.,Dad Joke,icanhazdadjoke
c2LJR7Ed2ob,An apple a day keeps the bullies away. If you throw it hard enough.,Dad Joke,icanhazdadjoke
Sn39Elb2LBd,What is this movie about? It is about 2 hours long.,Dad Joke,icanhazdadjoke
BQfaxsHBsrc,What do you call a pile of cats?  A Meowtain.,Dad Joke,icanhazdadjoke
KZDtkG6pjqc,Writing with a broken pencil is pointless.,Dad Joke,icanhazdadjoke
2gFIBX82Etc,Do I enjoy making courthouse puns? Guilty,Dad Joke,icanhazdadjoke
